RLBWXYH,class
[176 141  50  48  19   6   1   0],text
[128  91  56  19  34   4   3   0],text
[ 30  73 134  69  18   1   0   0],text
[173 111  50  29  23   8   1   0],non-text
[281  88  61  32  12  14   1   0],text
[130  67  53  28  22   2   4   1],text
[128 101  67  48  26   5   0   0],text
[182  78  46  37  22  12   2   0],text
[61 59 22 18 35  6  4  0],text
[  6  31 112  33  38   1   1   0],text
[221 178  84  39  12   7   0   0],text
[177  83  53  26  26   2   6   0],text
[75 30 18 24 25  3  7  1],non-text
[183  94  49  15  34   8   2   0],text
[88 28 22 17 20 13  4  1],non-text
[191 136  72  20  22   4   4   0],text
[146  98  70  28  26   5   2   0],text
[221 127  85  26  23   2   2   0],text
[267 221  82  33  16   2   0   0],text
[ 14  34 120  79  21   0   0   1],text
[244 129  46  41  29   4   0   0],text
[272 161  38  42  35   0   0   0],text
[183 141  91  36  16   3   3   0],text
[264 140  67  38  13  10   1   0],text
[286 106  77  39  10  14   0   0],text
[93 76 33 15 25  7  3  1],text
[ 99 174 113  24  18   2   2   0],text
[306 214 100  31  11   5   0   0],text
[131 126  42  19  32   6   2   0],text
[135  87  70  26  20   5   3   1],text
[ 6  9 39 58 50  0  1  0],text
[381 227  51  28  22   1   0   0],text
[98 53 16 30 28  7  2  1],non-text
[198 103  78  29  14   7   4   0],text
[146  87  41  29  22  11   3   0],text
[ 3 87 59 71 22  0  0  1],text
[190 176  48  34  21   4   2   0],text
[117  38  27  17  23   8   4   1],text
[72 16 20 11 16 11  8  1],non-text
[  7  94 120  51  16   2   0   1],text
[384 114  49  43  21   6   0   0],text
[217 135  63  26  21   5   1   1],text
[125  97  99  29  30   3   0   0],text
[115  83  56  35  24   4   3   1],text
[164 118  49  25  26   6   3   0],text
[153 105  56  24  35   4   1   1],text
[252 123  68  53  20   6   0   0],text
[158 108  43  31  21   4   6   0],text
[300 244  53  28  22   3   0   0],text
[230 150  64  39  14   4   4   0],text
[238 119  56  35  19   8   2   0],text
[81 16 32 22 36  4  2  2],non-text
[157 127  84  46  16   2   0   1],non-text
[159 135  57  41  17   3   5   0],text
[166  90  52  33  25   5   1   1],text
[132 110  57  18  23   6   2   1],text
[129  61  40  35  27   5   4   0],text
[148  66  69  27  22   6   3   0],text
[319 125  85  24  22   4   1   0],text
[139  58  22  46  30   2   3   0],non-text
[165 166  83  34  14   4   0   1],text
[206  86  60  25  23   8   0   1],text
[168 136  90  36  11   3   2   1],text
[142 113  48  40  16   4   3   1],text
[89 82 23 24 31  4  1  1],text
[136  77  54  27  18   5   2   2],text
[284 103  79  33  10  13   1   0],text
[206 154  81  34  16   4   2   0],text
[201 133  48  41  20   6   0   1],text
[245 136  65  35  15  10   1   0],text
[250 181  52  41  12  11   0   0],text
[217 130  58  23  30   5   1   0],text
[173 105  44  36  19  10   2   0],text
[197  70  50  45  17   7   3   0],text
[59 19  8 14 19  6  5  3],non-text
[94 60 31 26 27  2  1  2],non-text
[231 145  83  32  18   8   0   0],text
[249 138  61  35  12   6   4   0],text
[178 113  67  26  26   6   1   0],text
[156 114  70  30  17   3   4   1],text
[15 22 32  5 49  1  0  1],non-text
[113  94  56  41  20   7   1   1],text
[101  76  35  13  22   3   4   1],text
[112  68  46  24  21   5   5   0],text
[234 176  71  35  11   4   4   0],text
[203 199  88  28  20   5   0   0],text
[148  80  67  20  28   3   2   1],text
[110 129  46  23  28   8   0   1],text
[153 106  71  24  27   6   2   0],text
[21 70 84 54 29  0  0  1],text
[264 100  58  33  11  14   1   0],text
[176 148 100  31  18   2   2   0],text
[160 163  30  30  22   5   2   1],text
[317  99  54  33   8  16   0   0],text
[ 21 127 120  65   9   1   2   0],text
[260 177  67  40   9  12   0   0],text
[52 27 17 19 28  6  4  2],non-text
[198 183  66  43  14   7   1   0],text
[194 163  62  40  21   3   2   0],text
[266  87  53  47  13  12   1   0],text
[173 144  47  41  18   3   5   0],text
[278 130  98  35   8   9   1   0],text
[136 116  42  36  21   8   2   0],text
[285 194  70  47  18   2   0   0],text
[111  84  59  25  35   3   1   1],text
[123  62  18  16  27   8   2   1],text
[189 115  61  35  17   5   4   0],text
[169  83  63  35  26   5   1   1],text
[233 169  83  21  18   6   1   0],text
[138 132  41  21  32   5   0   1],text
[48 21  9 13 16  9  3  2],non-text
[138 123  57  45  19   5   1   1],text
[ 14 123 116  47  17   1   2   0],text
[228 135  78  36  15   8   1   0],text
[156 109  42  25  26   7   4   0],text
[98 63 50 23 33  5  3  0],text
[95 66 33 12 36  4  2  1],text
[156  79  45  29  29   8   2   0],text
[298  94  62  33   9  17   0   0],text
[142  90  41  48  17   6   2   1],text
[213 116  88  26  19   5   1   1],text
[33 25 23 25 60  1  0  0],non-text
[288 213  72  42   9   7   0   0],text
[ 6 50 71 76 23  0  0  1],text
[198 126  94  29  20   6   0   0],text
[246  88  67  38   9  14   1   0],text
[184  97  49  29  20  12   2   0],text
[236 130  62  38  25   7   0   0],text
[162 121 101  36  17   1   4   0],text
[155 178  77  31  25   4   1   0],text
[151 103  45  32  30   5   0   1],text
[224 142  83  31  22   4   1   0],text
[214  90  56  33  15  10   3   0],text
[179 178  43  33  18   5   3   0],text
[198 101  64  21  25   5   1   1],text
[84 91 63 34 12  4  4  1],text
[ 10  51 111  80  15   2   0   0],text
[155 135  53  40  22   5   3   0],text
[111  82  68  39  24   4   2   1],text
[114  25  14  18  18  12   5   1],non-text
[229  96  79  22  29   2   0   1],text
[18 90 77 80 19  2  1  0],text
[170  81  49  27  15  10   2   1],text
[114  23  20  29  20   7   4   2],non-text
[109 121  35  15  19   8   2   2],text
[130 109  54  43  21   4   2   0],text
[224 150  58  29  13   6   5   0],text
[ 31 107 111  62  20   0   2   0],text
[136 113  48  36  35   4   1   0],text
[102 128  55  23  30   8   1   0],text
[182 123  66  22  23   8   1   0],text
[ 27 152  87  66  21   1   1   0],text
[115 106  84  34  23   5   0   1],text
[131  82  58  17  17  13   3   0],text
[272 108  73  39   7  14   0   0],text
[160 148  58  29  21   6   1   0],text
[153  86  63  31  17   3   2   2],text
[156 169  57  35  21   6   1   0],text
[176 117  73  29  16   4   3   1],text
[142 135  48  53  19   2   1   1],text
[223 119  64  31  18  10   2   0],text
[131 146  98  54  19   1   1   0],text
[204 131  66  37  14   5   4   0],text
[132 134  49  28  13   7   5   1],text
[135  91  49  19  17   9   2   1],text
[135  86  49  17  25   5   2   2],text
[160  68  42  32  22  10   3   0],text
[85 53 32 20 23  9  5  0],non-text
[228 174  57  43  16   7   0   0],text
[199 123  69  49  19   2   1   1],text
[124  83  36  31  16   8   2   1],text
[131  42  39  38  16   7   4   2],text
[165  71  59  26  26   6   4   0],text
[133  51  24  25  23  14   2   1],text
[77 66 36 11 28  5  3  1],text
[83 53 23 10 21  9  5  1],text
[159 101  31  25  29   6   1   1],text
[ 21 122  95  57  14   0   1   1],text
[194 110  70  33  13   6   3   0],text
[91 22  8 13 28  7  8  0],non-text
[143  87  49  28  27   6   1   2],text
[288 185  74  36  15   6   1   0],text
[56 70 26 29 28  4  4  0],non-text
[188 133  58  27  20  11   1   0],text
[136  93  33  21  24   9   2   1],text
[83 59 32 25 32  7  3  0],text
[180  73  49  21  30   9   0   1],text
[123  94  51  23  25   9   2   0],text
[23 98 42 61 25  1  0  1],text
[36 46 12 16 45  1  0  1],non-text
[38 14  4  5 14  8  4  2],non-text
[105  59  34  20  16  10   4   1],text
[54 17  6 11 13 14  6  2],non-text
[89 43 27 15 24  7  5  1],text
[146 108  71  38  16   5   3   0],text
[142 134  54  36  18   4   1   1],text
[163 143  61  43  19   3   3   0],text
[348 140  97  27  14   9   0   0],text
[166  92  52  38  26   5   2   0],text
[154  72  36  33  24   6   4   0],text
[305 114  79  36   6  12   1   0],text
[171 126  45  43  17   6   3   0],text
[108 122  50  24  27   4   1   1],text
[184  99  61  34  15   7   3   0],text
[190 119  76  39  18   4   3   0],text
[166 148  36  44  17   7   3   0],text
[158 152  69  51  23   1   1   0],text
[ 39 154 112  40  24   2   0   0],text
[280 136  73  41   8  13   0   0],text
[190 123  43  39  19   5   4   0],text
[118 154  80  40  22   4   1   0],text
[44  7 26 47 40  0  0  1],non-text
[119  90  53  19  35   2   2   1],text
[188 119  78  32  23   4   1   0],text
[246 144  71  36  12  12   0   0],text
[151 146  54  29  24   8   1   0],text
[119  75  40  32  25   3   2   1],text
[122  82  47  21  30   5   4   0],text
[189 122  93  29  17   4   3   0],text
[115  89  51  44  33   3   2   0],text
[172  85  54  16  24   7   5   0],text
[125  78  46  29  30   4   3   0],text
[194 137  62  45  19   6   2   0],text
[ 19 181  92  45  23   0   1   0],text
[149 110  46  47  28   5   2   0],text
[129  78  45  37  16   4   6   0],text
[152  86  47  28  24   6   2   1],text
[160  99  65  26  22   3   4   0],text
[137 155  42  29  28   3   3   0],text
[114  89  46  22  32   5   0   1],text
[121  89  48  26  22   9   1   1],text
[181 102  35  32  26   7   2   0],text
[120  77  46  22  28   5   3   0],text
[205  65  57  29  23   6   1   2],text
[133  90  55  20  20   7   3   1],text
[98 42 35 14 19  7  4  2],text
[303 173  66  26  20   2   0   1],text
[171  85  71  28  16   9   3   0],text
[114  23  16  31  27  14   2   0],non-text
[129  78  31  18  32   4   5   0],non-text
[42 39 14  3 27  3  2  1],non-text
[154 100  50  34  36   4   0   0],text
[188 156  50  42  16   2   5   0],text
[193 222  56  41  25   1   0   0],text
[ 77 201  75  15  32   3   1   0],text
[6 0 0 0 0 1 0 6],non-text
[155  88  53  34  24   7   3   0],non-text
[138 112  44  26  48   4   0   0],text
[ 7 81 60 74 29  1  0  1],text
[123  67  25  36  25   4   3   2],text
[153  91  54  36  22   3   3   1],text
[166  78  37  28  22   9   1   1],text
[164 143  47  37  18   4   4   0],text
[198 138  59  42  13   8   3   0],text
[168  62  65  30  13   9   3   1],text
[125 120  49  12  38   2   3   0],text
[150 211  55  50  18   1   1   0],text
[180 161  55  37  29   5   0   0],text
[  9  40 114  55  27   0   1   1],text
[183 126  87  25  14   3   0   3],text
[213 160  55  35  11   4   5   0],text
[102  95  69  25  21   6   2   1],text
[263 192  74  39  13   8   0   0],text
[192 214  70  16  19   8   1   0],text
[ 84 126  52  21  32   3   2   1],text
[ 2  2 37  6 45  1  0  2],non-text
[221 122  22  18  24   9   0   1],text
[182  99  38  34  20   6   0   2],text
[174 155  78  35  16   5   2   0],text
[226 208  75  30  10   5   3   0],text
[206  71  60  36  15  13   2   0],text
[291 106  74  42  13  11   0   0],text
[208 154  81  24  28   4   0   0],text
[189 148  63  42   7   7   5   0],text
[207 118  57  36  16  11   2   0],text
[188  70  55  18  21   8   1   2],text
[319 165  75  30  17   7   0   0],text
[171 173  55  38  17   6   3   0],text
[183 117  70  25  18   5   5   0],text
[270 145  57  28  31   3   0   0],text
[154  71  53  33  20  15   0   0],text
[164 157  63  49  11   6   3   0],text
[ 6 16  4 25 63  0  1  1],text
[103  83  36  23  30   3   4   1],text
[188  81  45  46  11   7   1   2],text
[154 109  61  36  22   5   1   1],text
[188 123  82  30  18   4   4   0],text
[173 106  53  28  23   7   0   1],text
[240 111 130  26  18   3   1   0],text
[150  92  46  38  28   9   1   0],text
[232 114  49  44  33   3   0   0],non-text
[146 115  72  44  19   4   0   1],text
[199 111  38  40  27   7   2   0],text
[23 40 43 31 41  0  0  1],text
[91 66 31 16 43  5  0  1],text
[106  35  20  31  29   6   6   0],non-text
[119  30   2  48  52   0   0   1],non-text
[88 66 19 33 16  6  3  2],text
[168 113  48  40  25   4   0   1],text
[200 166  54  36  10   3   6   0],text
[36  7  5  6  9 11  5  4],non-text
[26 17 46 20 58  0  0  0],text
[132  36  27  35  24   8   5   0],non-text
[77 62 53 34 18  7  3  1],text
[171 114  86  44  16   4   3   0],text
[178  88  38  27  26   9   0   1],text
[134 145  87  37  30   1   1   0],text
[142  98  44  19  27   6   5   0],text
[83 34 11 21 20 19  2  1],non-text
[114  81  29  23  27   9   1   1],text
[191 106  56  32  25   4   3   0],text
[52  9 11  7 10 13  4  3],non-text
[303 142  79  37  12   9   1   0],text
[78 57 27 15 22  7  4  1],text
[106  65  62  36  15   4   3   2],text
[162 113  76  29  28   4   1   0],text
[167 106  82  39  23   2   2   0],text
[116  98  85  41  29   1   2   0],text
[ 58 134 123  56  11   1   2   0],text
[212 167  66  48  14   2   3   0],text
[175 134  46  36  16   5   5   0],text
[236 122  90  68  12   1   0   0],non-text
[211 106  65   9  31   4   2   1],text
[150 108  37  25  28   7   2   0],text
[74 88 24 14 25  6  4  1],text
[46 11  4  6 16  6 10  2],non-text
[351 161  88  40  20   0   0   0],text
[194 109  66  26  24   9   1   0],text
[97 53 31 18 23  7  2  3],text
[238 180  87  37   8   8   1   0],text
[213 119  69  30  17   2   1   2],text
[160 107  39  44  21   5   3   0],text
[46 11 27  2 61  3  0  0],non-text
[301 136  86  34   9  10   1   0],text
[  9 106 134  57  15   0   2   0],text
[168  92  68  24  15   7   1   2],text
[114  76  35  20  30   7   2   1],text
[191 158  68  31  19   1   5   0],text
[201  82  41  40  30   9   0   0],text
[173 165  56  40  14   6   3   0],text
[171 122  47  38  20   6   3   0],text
[174 171  52  39  13   8   2   0],text
[132  70  36  31  32  10   0   0],text
[101  57  40   8  23  12   0   2],text
[161  95  51  25  33   5   0   1],text
[119  66  35  25  23   8   4   1],text
[74 34 23  7 15  6  4  2],non-text
[298 106  56  44  12   9   2   0],text
[ 4 80 79 53 25  0  0  1],text
[237 135  89  38  14   6   1   0],text
[274 119  94  40  11   8   1   0],text
[158 118  61  42  13   4   2   1],text
[103  74  23  21  21  10   1   2],text
[199 144  81  28  13   5   3   0],text
[141  60  47  31  18   6   2   2],text
[ 8 67 25 48 48  0  0  1],text
[168 120  64  33  19   4   2   1],text
[342 120  67  33   6  15   0   0],text
[169 109  42  27  38   4   2   0],text
[ 0  7  7  6 73  0  0  2],non-text
[174 109  77  27  18   2   3   1],text
[106  81  37  21  35   6   1   0],text
[  6  70 118  54  28   1   0   0],text
[181  75  63  27  17   3   4   1],text
[145 112  65  61  23   2   1   0],non-text
[87 34 16 29 15  5  5  2],non-text
[183 119  54  22  21   4   6   0],text
[280  94  78  45   9  12   0   0],text
[131 114  35  31  25   7   1   1],text
[121  95  27  22  26   6   3   1],text
[ 82 138 131  35  14   0   2   1],text
[128  81  41  28  18   7   3   1],text
[109  61  45  15  28   2   4   1],text
[13 49 20 53 20  0  1  3],text
[285 154  92  30   8   8   2   0],text
[64 90 31 10 20  8  1  1],text
[47 17 11  6 15  8  3  4],non-text
[218 121  71  38  15   6   2   0],text
[ 23 175  89  29  28   3   0   0],text
[107 112  49  19  30   3   2   1],text
[114  74  28  10  19  11   4   1],text
[161 109  38  37  17   5   6   0],text
[159 103  36  26  19   8   6   0],text
[177  98  56  26  30   5   3   0],text
[98 42 28 17 34  4  3  2],text
[189 114  67  22  25   3   2   1],text
[79 36 17 14 29  6  5  1],non-text
[239  86  47  40  25   9   1   0],text
[157 144  53  15  35   7   0   0],text
[150  87  44  26  14  15   3   0],text
[218 158  50  38  15   8   2   0],text
[348 129  79  40   6  13   0   0],text
[11 96 84 71 19  1  1  0],text
[171 148  63  25  20   5   2   1],text
[151  97  51  33  30   3   1   1],text
[43 20 14 11 17 11  4  3],non-text
[148  69  53  34  20   6   4   0],text
[231 175  82  34   9   8   2   0],text
[211 199  76  34  14   4   0   1],text
[200  82  53  23   9  11   7   0],text
[160  87  73  30  17   4   3   1],text
[132  98  73  25  21   5   2   1],text
[139 133  50  21  20  10   1   1],text
[161  89  63  16  27   5   3   1],text
[242 122  96  29  12   8   2   0],text
[230 221  49  24  16   6   3   0],text
[135  71  44  30  29   5   3   0],text
[127  80  31  13  39   0   1   2],non-text
[139 108  57  29  22   6   1   1],text
[161 103  64  35  17   5   1   1],text
[289 102  49  45  22   7   0   0],text
[ 4 58 56 32 41  0  1  1],text
[242 109  57  35  27   3   2   0],text
[ 7 38 73 68 19  1  1  1],text
[75 18 14 15 28  6  4  1],non-text
[165 105  36  37  25   5   3   1],text
[148  76  43  27  33   6   1   1],text
[214 134  81  30  17   1   0   2],text
[168 118  62  35  23   6   3   0],text
[144 103  54  40  25   5   2   0],text
[209 190  70  34  16   5   2   0],text
[197  63  47  36  16  15   1   0],text
[99 45 34 59 14  4  2  2],text
[ 34 118  81  62  18   3   0   1],text
[181  51  73  16  21   9   4   0],text
[122 105  81  37  18   3   3   0],text
[202 158  64  31  19   5   2   0],text
